Attendee_ID,Event_ID,Registration_Date,Event_Date,Event_Type,Location,Topic,Career_Stage,Geographic_Region,CAS_Credential_Status,First_Time_Attendee_Flag,Member_Status
A0685,E080,2024-02-19,2024-04-07,Workshop,New York,Topic 4,Mid-Career,Mid-West,Non-Member,False,Non-Member
A0669,E162,2023-01-12,2024-03-08,Webinar,Online,Topic 19,Senior,Mid-West,Credentialed,False,Member
A0920,E187,2022-06-21,2022-08-21,Workshop,Houston,Topic 15,Executive,Mid-West,Associate,False,Member
A0804,E167,2023-09-27,2024-09-10,Annual Meeting,Miami,Topic 2,Mid-Career,North East,Non-Member,False,Non-Member
A0230,E059,2022-12-21,2023-09-20,Annual Meeting,Houston,Topic 6,Student,South,Credentialed,True,Member
A0312,E136,2022-03-13,2022-03-21,Workshop,San Francisco,Topic 5,Entry-Level,North East,Non-Member,False,Non-Member
A0923,E120,2023-06-22,2023-07-23,Seminar,Miami,Topic 10,Senior,North East,Non-Member,False,Non-Member
A0854,E146,2022-04-20,2024-10-25,Annual Meeting,New York,Topic 1,Senior,North East,Associate,False,Member
A0423,E089,2022-03-16,2022-09-26,Local Chapter Event,Chicago,Topic 19,Mid-Career,International,Credentialed,False,Member
A0937,E137,2022-02-07,2022-02-16,Webinar,Online,Topic 14,Mid-Career,International,Associate,True,Member
A0142,E101,2022-06-17,2023-05-31,Webinar,Online,Topic 16,Executive,West,Credentialed,True,Member
A0168,E054,2022-04-22,2022-09-20,Webinar,Online,Topic 16,Senior,South,Non-Member,False,Non-Member
A0974,E050,2022-02-16,2022-05-27,Workshop,Houston,Topic 9,Senior,International,Associate,True,Member
A0507,E090,2022-06-06,2023-10-19,Workshop,San Francisco,Topic 5,Mid-Career,West,Credentialed,True,Member
A0787,E027,2022-05-28,2022-07-20,Webinar,Online,Topic 2,Mid-Career,South,Credentialed,False,Member
A0481,E179,2023-11-15,2023-12-20,Workshop,Chicago,Topic 14,Entry-Level,North East,Associate,False,Member
A0069,E094,2024-06-07,2024-06-15,Local Chapter Event,Miami,Topic 3,Mid-Career,North East,Non-Member,False,Non-Member
A0186,E136,2022-02-12,2022-03-21,Workshop,San Francisco,Topic 5,Student,Mid-West,Credentialed,True,Member
A0506,E098,2022-10-07,2022-12-23,Workshop,Chicago,Topic 5,Executive,Mid-West,Credentialed,False,Member
A0469,E055,2022-03-05,2024-10-13,Workshop,New York,Topic 2,Entry-Level,West,Associate,False,Member
A0184,E055,2022-06-27,2024-10-13,Workshop,New York,Topic 2,Student,South,Non-Member,False,Non-Member
A0575,E173,2022-06-17,2023-08-27,Workshop,Miami,Topic 6,Student,South,Non-Member,False,Non-Member
A0225,E065,2022-01-10,2023-02-05,Workshop,Houston,Topic 19,Entry-Level,South,Non-Member,False,Non-Member
A0236,E198,2024-03-05,2024-04-26,Workshop,Chicago,Topic 19,Senior,West,Associate,False,Member
A0028,E040,2022-01-28,2023-11-15,Seminar,San Francisco,Topic 9,Student,International,Credentialed,False,Member
A0550,E196,2022-01-02,2022-01-04,Annual Meeting,New York,Topic 6,Mid-Career,North East,Non-Member,True,Non-Member
A0832,E030,2024-06-18,2024-08-18,Workshop,San Francisco,Topic 1,Student,International,Credentialed,False,Member
A0725,E038,2022-02-08,2022-07-09,Seminar,New York,Topic 13,Mid-Career,South,Associate,True,Member
A0360,E143,2022-10-13,2023-04-06,Webinar,Online,Topic 13,Senior,West,Associate,False,Member
A0112,E188,2022-01-10,2022-02-03,Webinar,Online,Topic 8,Mid-Career,West,Associate,False,Member
A0499,E146,2023-02-26,2024-10-25,Annual Meeting,New York,Topic 1,Student,North East,Credentialed,False,Member
A0316,E166,2022-04-24,2022-07-03,Webinar,Online,Topic 17,Senior,Mid-West,Associate,True,Member
A0468,E129,2022-09-13,2023-03-21,Workshop,San Francisco,Topic 10,Entry-Level,West,Credentialed,False,Member
A0959,E149,2022-03-25,2022-04-15,Workshop,New York,Topic 16,Mid-Career,South,Non-Member,True,Non-Member
A0493,E055,2023-01-08,2024-10-13,Workshop,New York,Topic 2,Executive,South,Non-Member,False,Non-Member
A0423,E100,2022-01-28,2023-03-18,Workshop,Miami,Topic 13,Mid-Career,International,Credentialed,False,Member
A0942,E034,2022-08-12,2023-04-30,Seminar,Miami,Topic 15,Mid-Career,West,Associate,True,Member
A0186,E159,2023-03-06,2023-09-16,Workshop,Miami,Topic 14,Student,Mid-West,Credentialed,False,Member
A0041,E137,2022-01-16,2022-02-16,Webinar,Online,Topic 14,Entry-Level,North East,Associate,True,Member
A0717,E128,2023-06-29,2024-12-29,Webinar,Online,Topic 19,Entry-Level,International,Associate,False,Member
A0450,E142,2022-04-09,2023-05-17,Annual Meeting,New York,Topic 1,Student,International,Non-Member,False,Non-Member
A0136,E021,2023-07-10,2024-11-30,Seminar,Miami,Topic 1,Student,Mid-West,Credentialed,False,Member
A0632,E046,2022-03-12,2022-05-03,Seminar,Miami,Topic 2,Mid-Career,South,Credentialed,True,Member
A0084,E031,2022-03-13,2024-10-25,Webinar,Online,Topic 14,Mid-Career,North East,Associate,False,Member
A0520,E130,2022-01-18,2022-02-08,Workshop,Miami,Topic 13,Mid-Career,South,Non-Member,True,Non-Member
A0885,E038,2022-01-07,2022-07-09,Seminar,New York,Topic 13,Mid-Career,South,Non-Member,True,Non-Member
A0580,E179,2023-11-30,2023-12-20,Workshop,Chicago,Topic 14,Entry-Level,North East,Credentialed,False,Member
A0732,E030,2022-09-16,2024-08-18,Workshop,San Francisco,Topic 1,Executive,North East,Credentialed,False,Member
A0570,E036,2023-05-06,2023-08-01,Webinar,Online,Topic 6,Student,Mid-West,Non-Member,False,Non-Member
A0498,E137,2022-01-14,2022-02-16,Webinar,Online,Topic 14,Mid-Career,West,Non-Member,True,Non-Member
A0562,E032,2022-12-18,2024-05-20,Annual Meeting,Chicago,Topic 10,Mid-Career,West,Non-Member,False,Non-Member
A0334,E054,2022-03-05,2022-09-20,Webinar,Online,Topic 16,Student,West,Associate,False,Member
A0019,E091,2022-02-07,2022-04-27,Annual Meeting,New York,Topic 12,Senior,Mid-West,Associate,False,Member
A0619,E092,2023-12-30,2024-10-09,Annual Meeting,Chicago,Topic 1,Student,South,Credentialed,False,Member
A0028,E036,2023-06-15,2023-08-01,Webinar,Online,Topic 6,Student,International,Credentialed,False,Member
A0345,E163,2022-06-17,2023-03-23,Webinar,Online,Topic 6,Senior,International,Non-Member,True,Non-Member
A0090,E008,2022-09-29,2023-12-01,Workshop,San Francisco,Topic 12,Mid-Career,North East,Associate,False,Member
A0263,E017,2022-04-29,2022-06-11,Workshop,Houston,Topic 14,Entry-Level,North East,Associate,False,Member
A0576,E012,2022-06-24,2023-07-19,Seminar,Houston,Topic 15,Entry-Level,International,Associate,True,Member
A0431,E101,2022-09-16,2023-05-31,Webinar,Online,Topic 16,Senior,West,Non-Member,True,Non-Member
A0896,E092,2023-11-26,2024-10-09,Annual Meeting,Chicago,Topic 1,Mid-Career,North East,Credentialed,False,Member
A0667,E031,2024-03-29,2024-10-25,Webinar,Online,Topic 14,Mid-Career,International,Non-Member,False,Non-Member
A0221,E001,2022-05-25,2024-05-10,Seminar,Miami,Topic 7,Executive,West,Non-Member,False,Non-Member
A0890,E028,2024-03-01,2024-11-22,Annual Meeting,Miami,Topic 3,Senior,Mid-West,Associate,False,Member
A0553,E076,2022-06-17,2023-11-17,Annual Meeting,Chicago,Topic 10,Senior,Mid-West,Associate,True,Member
A0635,E074,2022-12-24,2023-12-01,Local Chapter Event,Miami,Topic 1,Senior,South,Non-Member,False,Non-Member
A0024,E026,2022-04-01,2022-08-19,Webinar,Online,Topic 7,Mid-Career,International,Credentialed,True,Member
A0378,E010,2023-09-17,2023-10-09,Seminar,Chicago,Topic 4,Senior,International,Credentialed,False,Member
A0555,E007,2022-03-26,2024-05-06,Seminar,San Francisco,Topic 10,Mid-Career,International,Non-Member,False,Non-Member
A0300,E167,2023-03-31,2024-09-10,Annual Meeting,Miami,Topic 2,Student,International,Associate,False,Member
A0281,E059,2022-12-09,2023-09-20,Annual Meeting,Houston,Topic 6,Mid-Career,North East,Credentialed,False,Member
A0753,E112,2022-03-04,2024-09-04,Seminar,Miami,Topic 12,Executive,Mid-West,Non-Member,False,Non-Member
A0776,E113,2022-08-05,2022-10-06,Webinar,Online,Topic 9,Student,Mid-West,Non-Member,True,Non-Member
A0256,E060,2022-01-03,2022-04-14,Webinar,Online,Topic 3,Entry-Level,West,Credentialed,True,Member
A0412,E110,2022-02-06,2023-02-17,Annual Meeting,New York,Topic 4,Mid-Career,International,Non-Member,False,Non-Member
A0830,E048,2022-05-28,2022-07-06,Seminar,Miami,Topic 3,Executive,South,Credentialed,False,Member
A0871,E110,2022-12-14,2023-02-17,Annual Meeting,New York,Topic 4,Entry-Level,North East,Credentialed,True,Member
A0489,E114,2022-01-27,2022-03-03,Workshop,New York,Topic 13,Entry-Level,Mid-West,Associate,True,Member
A0568,E078,2022-01-26,2022-09-03,Workshop,Miami,Topic 10,Entry-Level,Mid-West,Associate,True,Member
A0010,E123,2023-03-22,2023-08-11,Webinar,Online,Topic 12,Student,South,Non-Member,False,Non-Member
A0988,E155,2022-05-08,2023-05-03,Webinar,Online,Topic 8,Mid-Career,North East,Associate,False,Member
A0289,E196,2022-01-02,2022-01-04,Annual Meeting,New York,Topic 6,Student,South,Associate,True,Member
A0144,E133,2023-02-12,2024-10-21,Webinar,Online,Topic 17,Mid-Career,International,Credentialed,False,Member
A0811,E114,2022-02-21,2022-03-03,Workshop,New York,Topic 13,Student,Mid-West,Non-Member,True,Non-Member
A0781,E128,2023-07-19,2024-12-29,Webinar,Online,Topic 19,Executive,Mid-West,Non-Member,False,Non-Member
A0529,E165,2022-01-09,2022-03-22,Local Chapter Event,Houston,Topic 10,Mid-Career,South,Associate,True,Member
A0312,E104,2022-10-28,2024-08-14,Workshop,Miami,Topic 12,Entry-Level,North East,Non-Member,False,Non-Member
A0761,E042,2022-09-02,2024-08-09,Annual Meeting,New York,Topic 2,Student,International,Credentialed,False,Member
A0669,E193,2022-10-10,2022-12-16,Seminar,New York,Topic 3,Senior,Mid-West,Credentialed,False,Member
A0437,E125,2022-02-23,2022-06-19,Workshop,San Francisco,Topic 2,Student,North East,Credentialed,True,Member
A0873,E104,2023-11-21,2024-08-14,Workshop,Miami,Topic 12,Mid-Career,South,Credentialed,True,Member
A0659,E124,2023-12-07,2024-07-01,Seminar,Miami,Topic 8,Mid-Career,North East,Credentialed,True,Member
A0549,E121,2023-10-05,2024-07-23,Local Chapter Event,Chicago,Topic 5,Student,North East,Credentialed,False,Member
A0571,E118,2022-02-01,2022-05-24,Workshop,San Francisco,Topic 12,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0204,E099,2024-02-14,2024-03-12,Seminar,Chicago,Topic 19,Mid-Career,North East,Credentialed,False,Member
A0783,E143,2022-01-21,2023-04-06,Webinar,Online,Topic 13,Senior,Mid-West,Credentialed,False,Member
A0845,E044,2022-04-06,2023-01-20,Seminar,Chicago,Topic 12,Mid-Career,North East,Credentialed,False,Member
A0930,E064,2022-01-10,2024-03-11,Workshop,Houston,Topic 8,Senior,International,Associate,False,Member
A0459,E153,2022-06-24,2023-04-02,Seminar,San Francisco,Topic 13,Mid-Career,International,Credentialed,False,Member
A0073,E084,2023-04-04,2023-07-29,Local Chapter Event,Chicago,Topic 17,Executive,International,Associate,False,Member
A0918,E157,2022-03-03,2022-09-25,Webinar,Online,Topic 12,Mid-Career,International,Associate,True,Member
A0576,E069,2023-10-04,2024-08-17,Local Chapter Event,Houston,Topic 16,Entry-Level,International,Associate,False,Member
A0757,E106,2022-11-15,2023-05-14,Webinar,Online,Topic 17,Entry-Level,Mid-West,Associate,False,Member
A0406,E181,2023-05-11,2024-10-27,Webinar,Online,Topic 14,Student,West,Non-Member,True,Non-Member
A0336,E166,2022-02-22,2022-07-03,Webinar,Online,Topic 17,Entry-Level,West,Credentialed,True,Member
A0645,E139,2023-11-07,2024-11-01,Local Chapter Event,Houston,Topic 8,Senior,Mid-West,Associate,False,Member
A0790,E165,2022-03-17,2022-03-22,Local Chapter Event,Houston,Topic 10,Mid-Career,North East,Associate,True,Member
A0608,E117,2022-10-04,2023-03-31,Local Chapter Event,Houston,Topic 19,Entry-Level,North East,Credentialed,False,Member
A0122,E137,2022-02-08,2022-02-16,Webinar,Online,Topic 14,Mid-Career,South,Associate,False,Member
A0537,E196,2022-01-02,2022-01-04,Annual Meeting,New York,Topic 6,Mid-Career,Mid-West,Associate,True,Member
A0301,E041,2022-10-03,2023-03-18,Local Chapter Event,Chicago,Topic 3,Mid-Career,South,Non-Member,False,Non-Member
A0942,E016,2022-09-21,2023-12-04,Webinar,Online,Topic 12,Mid-Career,West,Associate,False,Member
A0398,E134,2023-03-13,2024-04-03,Workshop,Miami,Topic 6,Executive,International,Credentialed,False,Member
A0840,E162,2023-09-27,2024-03-08,Webinar,Online,Topic 19,Mid-Career,West,Credentialed,True,Member
A0241,E115,2022-08-03,2023-11-30,Annual Meeting,Houston,Topic 12,Executive,West,Credentialed,False,Member
A0916,E080,2024-03-29,2024-04-07,Workshop,New York,Topic 4,Mid-Career,Mid-West,Credentialed,False,Member
A0754,E130,2022-02-01,2022-02-08,Workshop,Miami,Topic 13,Entry-Level,South,Non-Member,True,Non-Member
A0562,E189,2023-01-25,2024-01-18,Seminar,New York,Topic 5,Mid-Career,West,Non-Member,True,Non-Member
A0459,E005,2022-07-23,2023-01-21,Seminar,Miami,Topic 1,Mid-Career,International,Credentialed,True,Member
A0773,E113,2022-02-06,2022-10-06,Webinar,Online,Topic 9,Mid-Career,North East,Credentialed,True,Member
A0079,E019,2023-11-06,2023-12-21,Webinar,Online,Topic 15,Entry-Level,West,Non-Member,False,Non-Member
A0714,E146,2022-02-28,2024-10-25,Annual Meeting,New York,Topic 1,Entry-Level,Mid-West,Credentialed,False,Member
A0530,E135,2022-01-11,2022-02-27,Annual Meeting,Miami,Topic 15,Student,Mid-West,Credentialed,True,Member
A0581,E085,2023-09-14,2023-11-13,Webinar,Online,Topic 11,Mid-Career,South,Associate,False,Member
A0044,E198,2023-05-09,2024-04-26,Workshop,Chicago,Topic 19,Senior,North East,Credentialed,False,Member
A0976,E148,2022-06-22,2024-05-02,Webinar,Online,Topic 17,Executive,South,Credentialed,False,Member
A0563,E019,2022-03-08,2023-12-21,Webinar,Online,Topic 15,Mid-Career,North East,Credentialed,True,Member
A0141,E190,2022-06-08,2023-11-23,Webinar,Online,Topic 2,Mid-Career,South,Non-Member,False,Non-Member
A0610,E158,2022-12-11,2023-01-24,Annual Meeting,San Francisco,Topic 17,Mid-Career,West,Credentialed,False,Member
A0944,E033,2022-11-27,2024-06-10,Seminar,New York,Topic 4,Mid-Career,Mid-West,Non-Member,False,Non-Member
A0512,E082,2022-11-10,2023-04-16,Annual Meeting,Chicago,Topic 2,Mid-Career,South,Non-Member,False,Non-Member
A0915,E079,2022-06-30,2024-01-29,Workshop,Chicago,Topic 13,Mid-Career,North East,Associate,False,Member
A0628,E004,2022-01-06,2022-12-10,Webinar,Online,Topic 6,Senior,South,Non-Member,True,Non-Member
A0297,E108,2022-04-28,2024-10-18,Webinar,Online,Topic 9,Student,International,Non-Member,False,Non-Member
A0357,E189,2022-11-28,2024-01-18,Seminar,New York,Topic 5,Student,South,Associate,False,Member
A0525,E142,2022-10-09,2023-05-17,Annual Meeting,New York,Topic 1,Student,North East,Credentialed,False,Member
A0199,E050,2022-01-16,2022-05-27,Workshop,Houston,Topic 9,Entry-Level,South,Non-Member,True,Non-Member
A0528,E002,2022-03-24,2022-05-02,Seminar,San Francisco,Topic 11,Mid-Career,North East,Non-Member,True,Non-Member
A0031,E077,2023-01-06,2024-02-24,Webinar,Online,Topic 9,Mid-Career,International,Non-Member,False,Non-Member
A0547,E023,2022-08-19,2023-10-10,Annual Meeting,San Francisco,Topic 19,Mid-Career,South,Non-Member,False,Non-Member
A0227,E115,2023-04-14,2023-11-30,Annual Meeting,Houston,Topic 12,Senior,Mid-West,Credentialed,True,Member
A0055,E195,2022-11-12,2024-07-08,Seminar,Chicago,Topic 11,Mid-Career,North East,Non-Member,False,Non-Member
A0128,E032,2022-09-16,2024-05-20,Annual Meeting,Chicago,Topic 10,Student,Mid-West,Non-Member,False,Non-Member
A0416,E045,2023-01-02,2023-12-31,Local Chapter Event,Houston,Topic 11,Mid-Career,Mid-West,Associate,False,Member
A0521,E087,2022-01-02,2022-01-05,Workshop,Miami,Topic 15,Executive,Mid-West,Non-Member,True,Non-Member
A0642,E195,2023-05-23,2024-07-08,Seminar,Chicago,Topic 11,Student,West,Associate,False,Member
A0419,E122,2022-11-28,2024-01-03,Workshop,Chicago,Topic 15,Entry-Level,North East,Credentialed,False,Member
A0543,E092,2022-08-13,2024-10-09,Annual Meeting,Chicago,Topic 1,Student,North East,Credentialed,False,Member
A0860,E129,2022-02-12,2023-03-21,Workshop,San Francisco,Topic 10,Mid-Career,International,Associate,False,Member
A0878,E162,2023-06-15,2024-03-08,Webinar,Online,Topic 19,Senior,South,Associate,True,Member
A0845,E133,2023-10-02,2024-10-21,Webinar,Online,Topic 17,Mid-Career,North East,Credentialed,False,Member
A0587,E062,2022-10-16,2024-05-27,Workshop,San Francisco,Topic 16,Mid-Career,International,Non-Member,True,Non-Member
A0698,E178,2023-11-27,2024-11-15,Local Chapter Event,New York,Topic 3,Entry-Level,International,Associate,False,Member
A0939,E164,2024-02-02,2024-09-10,Local Chapter Event,Chicago,Topic 19,Entry-Level,West,Non-Member,False,Non-Member
A0891,E052,2022-12-01,2023-10-03,Webinar,Online,Topic 18,Executive,International,Credentialed,True,Member
A0954,E164,2023-10-12,2024-09-10,Local Chapter Event,Chicago,Topic 19,Mid-Career,Mid-West,Associate,True,Member
A0789,E064,2022-09-08,2024-03-11,Workshop,Houston,Topic 8,Senior,Mid-West,Non-Member,False,Non-Member
A0990,E095,2022-01-05,2022-06-03,Workshop,Miami,Topic 14,Senior,South,Associate,True,Member
A0799,E155,2023-02-14,2023-05-03,Webinar,Online,Topic 8,Senior,South,Credentialed,True,Member
A0069,E070,2022-01-09,2023-10-21,Webinar,Online,Topic 17,Mid-Career,North East,Non-Member,False,Non-Member
A0265,E015,2023-09-10,2024-10-22,Workshop,Chicago,Topic 4,Executive,South,Credentialed,False,Member
A0775,E072,2022-03-25,2023-06-02,Workshop,New York,Topic 5,Student,South,Credentialed,False,Member
A0807,E134,2022-11-10,2024-04-03,Workshop,Miami,Topic 6,Mid-Career,North East,Associate,False,Member
A0604,E081,2023-10-02,2023-11-16,Seminar,Houston,Topic 19,Entry-Level,International,Non-Member,False,Non-Member
A0191,E159,2023-06-07,2023-09-16,Workshop,Miami,Topic 14,Executive,West,Credentialed,False,Member
A0619,E087,2022-01-02,2022-01-05,Workshop,Miami,Topic 15,Student,South,Credentialed,True,Member
A0854,E178,2023-05-03,2024-11-15,Local Chapter Event,New York,Topic 3,Senior,North East,Associate,False,Member
A0778,E149,2022-01-30,2022-04-15,Workshop,New York,Topic 16,Mid-Career,South,Associate,True,Member
A0215,E132,2022-09-10,2024-04-08,Webinar,Online,Topic 7,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0057,E097,2022-05-28,2024-06-30,Annual Meeting,Miami,Topic 7,Entry-Level,North East,Credentialed,False,Member
A0398,E086,2022-06-22,2023-03-20,Workshop,Miami,Topic 12,Executive,International,Credentialed,False,Member
A0468,E166,2022-02-22,2022-07-03,Webinar,Online,Topic 17,Entry-Level,West,Credentialed,True,Member
A0674,E039,2023-11-09,2023-12-11,Workshop,New York,Topic 5,Mid-Career,North East,Associate,True,Member
A0321,E118,2022-01-09,2022-05-24,Workshop,San Francisco,Topic 12,Mid-Career,North East,Associate,False,Member
A0545,E005,2023-01-19,2023-01-21,Seminar,Miami,Topic 1,Senior,International,Non-Member,False,Non-Member
A0842,E126,2022-01-24,2022-01-29,Annual Meeting,San Francisco,Topic 8,Student,International,Non-Member,True,Non-Member
A0936,E005,2022-05-26,2023-01-21,Seminar,Miami,Topic 1,Senior,West,Non-Member,False,Non-Member
A0053,E149,2022-03-08,2022-04-15,Workshop,New York,Topic 16,Mid-Career,North East,Credentialed,True,Member
A0219,E113,2022-03-25,2022-10-06,Webinar,Online,Topic 9,Mid-Career,North East,Credentialed,True,Member
A0962,E014,2022-01-03,2022-02-04,Local Chapter Event,Houston,Topic 18,Entry-Level,West,Non-Member,True,Non-Member
A0420,E083,2023-11-02,2023-12-28,Webinar,Online,Topic 19,Mid-Career,International,Non-Member,False,Non-Member
A0686,E184,2022-01-24,2022-01-28,Annual Meeting,New York,Topic 17,Mid-Career,North East,Credentialed,True,Member
A0758,E036,2022-09-17,2023-08-01,Webinar,Online,Topic 6,Senior,North East,Associate,False,Member
